year,week,week_dim,week final,day,org_id,organization_name,application,app_name,metric_id,metric_name,jobType,scoped,scoped_level,changeId,scenarioId,scenarioName,executionStartedAt,execution_time,computed_rows,updated_rows,upserted_rows,nb_executions,nb_batch_executions,executionId,dims,nb_dims,Exclude,Exclude app
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,,,,,Fusion,False,NonApplicable,CHANGE_0005,,,2026-02-03T05:26:01.971Z,96.0,3.0,,0.0,1.0,1.0,EXEC_30070,,0.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,,,,,Fusion,False,NonApplicable,CHANGE_0005,,,2026-02-03T05:26:01.971Z,110.0,3.0,,0.0,1.0,1.0,EXEC_25051,,0.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,,,,,Fusion,False,NonApplicable,CHANGE_0005,,,2026-02-03T05:26:01.972Z,144.0,5.0,,0.0,1.0,1.0,EXEC_27774,,0.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,,,,,Fusion,False,NonApplicable,CHANGE_0005,,,2026-02-03T05:26:02.095Z,141.0,4.0,,0.0,1.0,1.0,EXEC_9010,,0.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,,,,,Fusion,False,NonApplicable,CHANGE_0005,,,2026-02-03T05:26:02.113Z,95.0,2.0,,0.0,1.0,1.0,EXEC_30312,,0.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,,,,,Fusion,False,NonApplicable,CHANGE_0005,,,2026-02-03T05:26:02.143Z,95.0,1.0,,0.0,1.0,1.0,EXEC_19079,,0.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_1169,METRIC_1169,Fusion,False,NonApplicable,CHANGE_0005,,,2026-02-03T05:26:02.975Z,9945.0,6.0,,6.0,1.0,1.0,EXEC_12450,,0.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_0297,METRIC_0297,Formula,False,NoChange,CHANGE_0005,,,2026-02-03T05:26:13.007Z,2735.0,124.0,,0.0,1.0,1.0,EXEC_33547,DIMS_0707,1.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_1372,METRIC_1372,Formula,False,NoChange,CHANGE_0005,,SCEN_0004,2026-02-03T05:26:13.009Z,671.0,124.0,,0.0,1.0,1.0,EXEC_8076,DIMS_0707,1.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_0033,METRIC_0033,Formula,False,NoChange,CHANGE_0005,,,2026-02-03T05:26:13.009Z,2094.0,4835.0,,0.0,1.0,1.0,EXEC_17184,DIMS_0042,1.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_0245,METRIC_0245,Formula,False,NoChange,CHANGE_0005,,,2026-02-03T05:26:13.009Z,2428.0,1.0,,0.0,1.0,1.0,EXEC_7772,DIMS_0626,1.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_0116,METRIC_0116,Formula,False,NoChange,CHANGE_0005,,,2026-02-03T05:26:13.009Z,7452.0,1263771.0,,0.0,1.0,1.0,EXEC_2650,DIMS_0363,1.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_0251,METRIC_0251,Formula,False,NoChange,CHANGE_0005,,,2026-02-03T05:26:13.009Z,2692.0,31851.0,,0.0,1.0,1.0,EXEC_2256,DIMS_0630,1.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_1373,METRIC_1373,Formula,False,NoChange,CHANGE_0005,,SCEN_0004,2026-02-03T05:26:13.009Z,190.0,12.0,,0.0,1.0,1.0,EXEC_0977,DIMS_0582,2.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_0026,METRIC_0026,Formula,False,NoChange,CHANGE_0005,,,2026-02-03T05:26:13.009Z,2634.0,419.0,,0.0,1.0,1.0,EXEC_22951,DIMS_0034,1.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_1359,METRIC_1359,Formula,False,NoChange,CHANGE_0005,,SCEN_0004,2026-02-03T05:26:13.010Z,355.0,503.0,,0.0,1.0,1.0,EXEC_1455,DIMS_0582,2.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_0255,METRIC_0255,Formula,False,NoChange,CHANGE_0005,,,2026-02-03T05:26:13.010Z,129.0,0.0,,0.0,1.0,1.0,EXEC_17799,DIMS_0629,1.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_1374,METRIC_1374,Formula,False,NoChange,CHANGE_0005,,SCEN_0004,2026-02-03T05:26:13.010Z,2292.0,99180.0,,0.0,1.0,1.0,EXEC_30379,DIMS_0633,5.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_0085,METRIC_0085,Formula,False,NoChange,CHANGE_0005,,,2026-02-03T05:26:13.010Z,104.0,0.0,,0.0,1.0,1.0,EXEC_0189,DIMS_0335,1.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_1365,METRIC_1365,Formula,False,NoChange,CHANGE_0005,,SCEN_0004,2026-02-03T05:26:13.010Z,231.0,45.0,,0.0,1.0,1.0,EXEC_26162,DIMS_0036,3.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_0290,METRIC_0290,Formula,False,NoChange,CHANGE_0005,,,2026-02-03T05:26:13.010Z,111.0,5.0,,0.0,1.0,1.0,EXEC_28444,DIMS_0688,1.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_1364,METRIC_1364,Formula,False,NoChange,CHANGE_0005,,SCEN_0004,2026-02-03T05:26:13.011Z,354.0,503.0,,0.0,1.0,1.0,EXEC_7941,DIMS_0582,2.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_1352,METRIC_1352,Formula,False,NoChange,CHANGE_0005,,SCEN_0004,2026-02-03T05:26:13.011Z,1960.0,26069.0,,0.0,1.0,1.0,EXEC_30105,DIMS_0365,4.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_1844,METRIC_1844,Formula,False,NoChange,CHANGE_0005,,SCEN_0004,2026-02-03T05:26:13.142Z,416.0,1.0,,0.0,1.0,1.0,EXEC_10789,,0.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_1353,METRIC_1353,Formula,False,NoChange,CHANGE_0005,,SCEN_0004,2026-02-03T05:26:13.143Z,1924.0,98223.0,,0.0,1.0,1.0,EXEC_24137,DIMS_0632,3.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_0256,METRIC_0256,Formula,False,NoChange,CHANGE_0005,,,2026-02-03T05:26:13.161Z,108.0,120.0,,0.0,1.0,1.0,EXEC_32924,DIMS_0629,1.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_1363,METRIC_1363,Formula,False,NoChange,CHANGE_0005,,SCEN_0004,2026-02-03T05:26:13.233Z,397.0,5076.0,,0.0,1.0,1.0,EXEC_24867,DIMS_0334,2.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_1362,METRIC_1362,Formula,False,NoChange,CHANGE_0005,,SCEN_0004,2026-02-03T05:26:13.270Z,2079.0,379.0,,0.0,1.0,1.0,EXEC_14705,DIMS_0035,2.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_0035,METRIC_0035,Formula,False,NoChange,CHANGE_0005,,,2026-02-03T05:26:15.132Z,1880.0,4835.0,,0.0,1.0,1.0,EXEC_22515,DIMS_0042,1.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_0254,METRIC_0254,Formula,False,NoChange,CHANGE_0005,,,2026-02-03T05:26:15.730Z,3425.0,50206.0,,0.0,1.0,1.0,EXEC_17243,DIMS_0630,1.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_0253,METRIC_0253,Formula,False,NoChange,CHANGE_0005,,,2026-02-03T05:26:19.184Z,3372.0,50206.0,,0.0,1.0,1.0,EXEC_4618,DIMS_0630,1.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_0115,METRIC_0115,Formula,False,NoChange,CHANGE_0005,,,2026-02-03T05:26:20.488Z,7586.0,1393945.0,,0.0,1.0,1.0,EXEC_10162,DIMS_0363,1.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_0008,METRIC_0008,Formula,False,FullyScoped,CHANGE_0005,,,2026-02-03T05:26:26.519Z,1627.0,5.0,,5.0,1.0,1.0,EXEC_15791,DIMS_0008,1.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_1354,METRIC_1354,Formula,False,FullyScoped,CHANGE_0005,,SCEN_0004,2026-02-03T05:26:28.224Z,1943.0,9858.0,,0.0,1.0,1.0,EXEC_16630,DIMS_0332,3.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_1355,METRIC_1355,Formula,False,FullyScoped,CHANGE_0005,,SCEN_0004,2026-02-03T05:26:28.225Z,3364.0,9858.0,,0.0,1.0,1.0,EXEC_32302,DIMS_0332,3.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_1369,METRIC_1369,Formula,False,NoChange,CHANGE_0005,,SCEN_0004,2026-02-03T05:26:28.226Z,163.0,0.0,,0.0,1.0,1.0,EXEC_26967,DIMS_0365,4.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_1349,METRIC_1349,Formula,False,PartiallyScoped,CHANGE_0005,,SCEN_0004,2026-02-03T05:26:28.227Z,2234.0,25285.0,,53.0,1.0,1.0,EXEC_8450,DIMS_0365,4.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_1361,METRIC_1361,Formula,False,FullyScoped,CHANGE_0005,,SCEN_0004,2026-02-03T05:26:28.420Z,4441.0,48766.0,,0.0,1.0,1.0,EXEC_4389,DIMS_0332,3.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_0027,METRIC_0027,Formula,False,FullyScoped,CHANGE_0005,,,2026-02-03T05:26:28.421Z,2762.0,389.0,,30.0,1.0,1.0,EXEC_8397,DIMS_0034,1.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_1368,METRIC_1368,Formula,False,FullyScoped,CHANGE_0005,,SCEN_0004,2026-02-03T05:26:28.421Z,2883.0,95436.0,,129.0,1.0,1.0,EXEC_14043,DIMS_0633,5.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_1367,METRIC_1367,Formula,False,FullyScoped,CHANGE_0005,,SCEN_0004,2026-02-03T05:26:28.421Z,457.0,12635.0,,9.0,1.0,1.0,EXEC_13524,DIMS_0631,4.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_1366,METRIC_1366,Formula,False,PartiallyScoped,CHANGE_0005,,SCEN_0004,2026-02-03T05:26:28.844Z,2424.0,25238.0,,53.0,1.0,1.0,EXEC_23866,DIMS_0365,4.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_1533,METRIC_1533,Formula,False,FullyScoped,CHANGE_0005,,SCEN_0004,2026-02-03T05:26:28.844Z,1827.0,2014.0,,4.0,1.0,1.0,EXEC_16701,DIMS_0332,3.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_1350,METRIC_1350,Formula,False,PartiallyScoped,CHANGE_0005,,SCEN_0004,2026-02-03T05:26:28.845Z,1397.0,10093.0,,14.0,1.0,1.0,EXEC_16845,DIMS_0365,4.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_1357,METRIC_1357,Formula,False,PartiallyScoped,CHANGE_0005,,SCEN_0004,2026-02-03T05:26:28.912Z,3024.0,25285.0,,53.0,1.0,1.0,EXEC_28580,DIMS_0365,4.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_1356,METRIC_1356,Formula,False,FullyScoped,CHANGE_0005,,SCEN_0004,2026-02-03T05:26:29.184Z,571.0,12635.0,,0.0,1.0,1.0,EXEC_5677,DIMS_0631,4.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_1351,METRIC_1351,Formula,False,PartiallyScoped,CHANGE_0005,,SCEN_0004,2026-02-03T05:26:29.184Z,2052.0,15591.0,,19.0,1.0,1.0,EXEC_33518,DIMS_0365,4.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_1360,METRIC_1360,Formula,False,FullyScoped,CHANGE_0005,,SCEN_0004,2026-02-03T05:26:29.184Z,4692.0,52762.0,,0.0,1.0,1.0,EXEC_11104,DIMS_0332,3.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_1358,METRIC_1358,Formula,False,FullyScoped,CHANGE_0005,,SCEN_0004,2026-02-03T05:26:29.785Z,2712.0,5175.0,,0.0,1.0,1.0,EXEC_23982,DIMS_0366,6.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_1370,METRIC_1370,Formula,False,NoChange,CHANGE_0005,,SCEN_0004,2026-02-03T05:26:30.527Z,152.0,0.0,,0.0,1.0,1.0,EXEC_16829,DIMS_0034,1.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0015,APP_0015,METRIC_1371,METRIC_1371,Formula,False,NoChange,CHANGE_0005,,SCEN_0004,2026-02-03T05:26:30.528Z,199.0,5.0,,0.0,1.0,1.0,EXEC_9998,DIMS_0034,1.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0007,APP_0007,METRIC_1445,METRIC_1445,Formula,False,NoChange,CHANGE_0006,,SCEN_0004,2026-02-03T19:51:02.290Z,23119.0,57376.0,,0.0,1.0,1.0,EXEC_25836,DIMS_0356,4.0,False,True
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0019,APP_0019,METRIC_1874,METRIC_1874,ManualInput,False,NonApplicable,CHANGE_0007,,SCEN_0004,2026-02-03T09:08:18.762Z,74.0,,,,1.0,1.0,EXEC_20739,,0.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0019,APP_0019,METRIC_1874,METRIC_1874,Formula,False,FullyScoped,CHANGE_0007,,SCEN_0004,2026-02-03T09:08:18.901Z,796.0,35.0,,12.0,1.0,1.0,EXEC_15261,DIMS_0539,3.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0019,APP_0019,METRIC_1991,METRIC_1991,Formula,False,FullyScoped,CHANGE_0007,,SCEN_0004,2026-02-03T09:08:19.767Z,233.0,12.0,,12.0,1.0,1.0,EXEC_12589,DIMS_0539,3.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0019,APP_0019,METRIC_1978,METRIC_1978,Formula,False,NoChange,CHANGE_0007,,SCEN_0004,2026-02-03T09:08:19.784Z,167.0,13.0,,0.0,1.0,1.0,EXEC_13715,DIMS_0539,3.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0019,APP_0019,METRIC_1992,METRIC_1992,Formula,False,FullyScoped,CHANGE_0007,,SCEN_0004,2026-02-03T09:08:19.978Z,209.0,0.0,,0.0,1.0,1.0,EXEC_31657,DIMS_0539,3.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0019,APP_0019,METRIC_1982,METRIC_1982,Formula,False,NoChange,CHANGE_0007,,SCEN_0004,2026-02-03T09:08:20.046Z,195.0,12.0,,0.0,1.0,1.0,EXEC_5733,DIMS_0539,3.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0019,APP_0019,METRIC_1993,METRIC_1993,Formula,False,NoChange,CHANGE_0007,,SCEN_0004,2026-02-03T09:08:29.830Z,248.0,12.0,,0.0,1.0,1.0,EXEC_27314,DIMS_0539,3.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0019,APP_0019,METRIC_1414,METRIC_1414,TableConsolidation,False,NonApplicable,CHANGE_0007,,SCEN_0004,2026-02-03T09:08:29.851Z,133.0,,,,1.0,1.0,EXEC_16308,,0.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0019,APP_0019,METRIC_2134,METRIC_2134,Formula,False,FullyScoped,CHANGE_0007,,SCEN_0004,2026-02-03T09:08:30.617Z,195.0,13.0,,12.0,1.0,1.0,EXEC_13957,DIMS_0539,3.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0019,APP_0019,METRIC_2006,METRIC_2006,Formula,False,NoChange,CHANGE_0007,,SCEN_0004,2026-02-03T09:09:03.021Z,101.0,0.0,,0.0,1.0,1.0,EXEC_1927,DIMS_0539,3.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0019,APP_0019,METRIC_1495,METRIC_1495,Formula,False,FullyScoped,CHANGE_0007,,SCEN_0004,2026-02-03T09:09:03.388Z,144.0,12.0,,12.0,1.0,1.0,EXEC_25068,DIMS_0539,3.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0019,APP_0019,METRIC_2562,METRIC_2562,TableConsolidation,False,NonApplicable,CHANGE_0007,,SCEN_0004,2026-02-03T09:09:03.574Z,120.0,,,,1.0,1.0,EXEC_2175,,0.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0019,APP_0019,METRIC_1812,METRIC_1812,TableConsolidation,False,NonApplicable,CHANGE_0007,,SCEN_0004,2026-02-03T09:09:03.616Z,168.0,,,,1.0,1.0,EXEC_1313,,0.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0003,APP_0003,METRIC_1234,METRIC_1234,Formula,False,NoChange,CHANGE_0008,,SCEN_0004,2026-02-03T22:40:32.532Z,580.0,4221.0,,0.0,1.0,1.0,EXEC_24464,DIMS_0576,2.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0031,APP_0031,METRIC_1880,METRIC_1880,Formula,False,NoChange,CHANGE_0009,,SCEN_0004,2026-02-03T02:12:05.121Z,171.0,8.0,,0.0,1.0,1.0,EXEC_25169,DIMS_0647,1.0,False,True
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0020,APP_0020,METRIC_2184,METRIC_2184,ManualInput,False,NonApplicable,CHANGE_0010,,SCEN_0004,2026-02-03T18:35:07.615Z,103.0,,,,1.0,1.0,EXEC_26299,,0.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0020,APP_0020,METRIC_2187,METRIC_2187,Formula,False,NoChange,CHANGE_0010,,SCEN_0004,2026-02-03T18:35:07.788Z,113.0,1.0,,0.0,1.0,1.0,EXEC_13787,DIMS_0369,3.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0020,APP_0020,METRIC_1966,METRIC_1966,Formula,False,NoChange,CHANGE_0010,,SCEN_0004,2026-02-03T18:35:07.788Z,231.0,0.0,,0.0,1.0,1.0,EXEC_19800,DIMS_0194,11.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0007,APP_0007,METRIC_1155,METRIC_1155,Formula,False,NoChange,CHANGE_0011,,SCEN_0003,2026-02-03T06:14:11.652Z,371.0,39163.0,,0.0,1.0,1.0,EXEC_25109,DIMS_0535,3.0,False,True
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0021,APP_0021,METRIC_1934,METRIC_1934,Formula,False,NoChange,CHANGE_0012,,SCEN_0004,2026-02-03T02:40:52.962Z,252.0,14688.0,,0.0,1.0,1.0,EXEC_19138,DIMS_0552,3.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0017,APP_0017,METRIC_0327,METRIC_0327,Formula,False,NoChange,CHANGE_0013,,,2026-02-03T23:36:19.900Z,422.0,103959.0,,0.0,1.0,1.0,EXEC_30881,DIMS_0732,1.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0016,APP_0016,METRIC_0226,METRIC_0226,Formula,False,NoChange,CHANGE_0014,,,2026-02-03T22:28:43.862Z,81.0,145.0,,0.0,1.0,1.0,EXEC_6359,DIMS_0468,1.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0019,APP_0019,METRIC_2218,METRIC_2218,ManualInput,False,NonApplicable,CHANGE_0016,,SCEN_0004,2026-02-03T09:23:21.468Z,84.0,,,,1.0,1.0,EXEC_31476,,0.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0019,APP_0019,METRIC_2220,METRIC_2220,Formula,False,NoChange,CHANGE_0016,,SCEN_0004,2026-02-03T09:23:21.614Z,130.0,1.0,,0.0,1.0,1.0,EXEC_2130,DIMS_0379,3.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0019,APP_0019,METRIC_2067,METRIC_2067,Formula,False,NoChange,CHANGE_0016,,SCEN_0004,2026-02-03T09:23:21.814Z,259.0,0.0,,0.0,1.0,1.0,EXEC_19465,DIMS_0489,11.0,False,False
2026,5,WK 5 26,WK 5 23,2026-02-03,ORG_0001,ORG_0001,APP_0019,APP_0019,METRIC_2066,METRIC_2066,Formula,False,NoChange,CHANGE_0016,,SCEN_0004,2026-02-03T09:23:21.815Z,258.0,0.0,,0.0,1.0,1.0,EXEC_21387,DIMS_0489,11.0,False,False
