year,week,week_dim,day,org_id,organization,app_id,app_name,blockId,blockName,jobType,executionStartedAt,execution_time,computed_rows,nb_executions
2026,3,WK 3 26,2026-01-14,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_EXEC,Executive Summary,ImpView,2026-01-14T15:02:00.000Z,1002.8,5037.0,11.0
2026,3,WK 3 26,2026-01-14,DEMO_ORG,Acme Corp,APP_SUPPLY,Supply Chain,BOARD_SHIP,Shipping Tracker,ImpView,2026-01-14T10:50:00.000Z,5152.3,109700.0,3.0
2026,3,WK 3 26,2026-01-14,DEMO_ORG,Acme Corp,APP_SALES,Sales Dashboard,BOARD_QUOTA,Quota Tracker,ImpView,2026-01-14T11:46:00.000Z,525.1,2951.0,9.0
2026,3,WK 3 26,2026-01-15,DEMO_ORG,Acme Corp,APP_SALES,Sales Dashboard,BOARD_QUOTA,Quota Tracker,ImpView,2026-01-15T11:24:00.000Z,645.7,3051.0,5.0
2026,3,WK 3 26,2026-01-15,DEMO_ORG,Acme Corp,APP_HR,HR Analytics,BOARD_HC,Headcount Dashboard,ImpView,2026-01-15T08:56:00.000Z,435.6,2043.0,4.0
2026,3,WK 3 26,2026-01-15,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_CF,Cash Flow,ImpView,2026-01-15T10:24:00.000Z,1498.8,16898.0,3.0
2026,3,WK 3 26,2026-01-15,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_PNL,P&L Analysis,ImpView,2026-01-15T13:17:00.000Z,783.0,15576.0,8.0
2026,3,WK 3 26,2026-01-15,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_BS,Balance Sheet,ImpView,2026-01-15T08:17:00.000Z,1800.2,24792.0,6.0
2026,3,WK 3 26,2026-01-15,DEMO_ORG,Acme Corp,APP_SUPPLY,Supply Chain,BOARD_INV,Inventory Status,ImpView,2026-01-15T10:48:00.000Z,3145.1,51036.0,5.0
2026,3,WK 3 26,2026-01-15,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_EXEC,Executive Summary,ImpView,2026-01-15T18:39:00.000Z,1503.5,5052.0,19.0
2026,3,WK 3 26,2026-01-15,DEMO_ORG,Acme Corp,APP_SALES,Sales Dashboard,BOARD_PIPE,Pipeline View,ImpView,2026-01-15T11:05:00.000Z,650.0,8579.0,22.0
2026,3,WK 3 26,2026-01-15,DEMO_ORG,Acme Corp,APP_HR,HR Analytics,BOARD_ATTR,Attrition Tracker,ImpView,2026-01-15T11:37:00.000Z,375.0,722.0,3.0
2026,3,WK 3 26,2026-01-15,DEMO_ORG,Acme Corp,APP_SUPPLY,Supply Chain,BOARD_SHIP,Shipping Tracker,ImpView,2026-01-15T14:47:00.000Z,6670.7,118421.0,2.0
2026,3,WK 3 26,2026-01-16,DEMO_ORG,Acme Corp,APP_SALES,Sales Dashboard,BOARD_PIPE,Pipeline View,ImpView,2026-01-16T15:46:00.000Z,771.3,8049.0,13.0
2026,3,WK 3 26,2026-01-16,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_BS,Balance Sheet,ImpView,2026-01-16T15:51:00.000Z,2527.8,24762.0,6.0
2026,3,WK 3 26,2026-01-16,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_EXEC,Executive Summary,ImpView,2026-01-16T11:05:00.000Z,1286.6,5231.0,10.0
2026,3,WK 3 26,2026-01-16,DEMO_ORG,Acme Corp,APP_HR,HR Analytics,BOARD_ATTR,Attrition Tracker,ImpView,2026-01-16T11:08:00.000Z,353.1,879.0,3.0
2026,3,WK 3 26,2026-01-16,DEMO_ORG,Acme Corp,APP_SUPPLY,Supply Chain,BOARD_SHIP,Shipping Tracker,ImpView,2026-01-16T08:30:00.000Z,6304.3,119022.0,2.0
2026,3,WK 3 26,2026-01-16,DEMO_ORG,Acme Corp,APP_SUPPLY,Supply Chain,BOARD_INV,Inventory Status,ImpView,2026-01-16T17:47:00.000Z,3382.8,49637.0,5.0
2026,4,WK 4 26,2026-01-19,DEMO_ORG,Acme Corp,APP_HR,HR Analytics,BOARD_ATTR,Attrition Tracker,ImpView,2026-01-19T08:55:00.000Z,404.2,830.0,3.0
2026,4,WK 4 26,2026-01-19,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_BS,Balance Sheet,ImpView,2026-01-19T16:02:00.000Z,1976.2,25990.0,6.0
2026,4,WK 4 26,2026-01-19,DEMO_ORG,Acme Corp,APP_HR,HR Analytics,BOARD_HC,Headcount Dashboard,ImpView,2026-01-19T17:34:00.000Z,466.9,2073.0,4.0
2026,4,WK 4 26,2026-01-19,DEMO_ORG,Acme Corp,APP_SUPPLY,Supply Chain,BOARD_INV,Inventory Status,ImpView,2026-01-19T17:56:00.000Z,3137.3,50147.0,5.0
2026,4,WK 4 26,2026-01-19,DEMO_ORG,Acme Corp,APP_SUPPLY,Supply Chain,BOARD_SHIP,Shipping Tracker,ImpView,2026-01-19T18:23:00.000Z,6698.4,116774.0,2.0
2026,4,WK 4 26,2026-01-19,DEMO_ORG,Acme Corp,APP_SALES,Sales Dashboard,BOARD_QUOTA,Quota Tracker,ImpView,2026-01-19T17:02:00.000Z,503.7,3035.0,6.0
2026,4,WK 4 26,2026-01-20,DEMO_ORG,Acme Corp,APP_SUPPLY,Supply Chain,BOARD_SHIP,Shipping Tracker,ImpView,2026-01-20T16:07:00.000Z,6268.3,126054.0,3.0
2026,4,WK 4 26,2026-01-20,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_CF,Cash Flow,ImpView,2026-01-20T11:48:00.000Z,1796.0,17469.0,3.0
2026,4,WK 4 26,2026-01-20,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_BS,Balance Sheet,ImpView,2026-01-20T12:32:00.000Z,2398.2,22816.0,4.0
2026,4,WK 4 26,2026-01-20,DEMO_ORG,Acme Corp,APP_HR,HR Analytics,BOARD_HC,Headcount Dashboard,ImpView,2026-01-20T13:28:00.000Z,446.9,1849.0,6.0
2026,4,WK 4 26,2026-01-20,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_PNL,P&L Analysis,ImpView,2026-01-20T16:43:00.000Z,1069.7,14855.0,15.0
2026,4,WK 4 26,2026-01-21,DEMO_ORG,Acme Corp,APP_SALES,Sales Dashboard,BOARD_QUOTA,Quota Tracker,ImpView,2026-01-21T10:18:00.000Z,663.7,2798.0,5.0
2026,4,WK 4 26,2026-01-21,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_PNL,P&L Analysis,ImpView,2026-01-21T09:44:00.000Z,758.1,14112.0,8.0
2026,4,WK 4 26,2026-01-21,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_CF,Cash Flow,ImpView,2026-01-21T18:01:00.000Z,1434.5,18149.0,5.0
2026,4,WK 4 26,2026-01-21,DEMO_ORG,Acme Corp,APP_SUPPLY,Supply Chain,BOARD_INV,Inventory Status,ImpView,2026-01-21T10:30:00.000Z,3148.2,51446.0,3.0
2026,4,WK 4 26,2026-01-21,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_EXEC,Executive Summary,ImpView,2026-01-21T12:12:00.000Z,976.8,4732.0,23.0
2026,4,WK 4 26,2026-01-21,DEMO_ORG,Acme Corp,APP_HR,HR Analytics,BOARD_ATTR,Attrition Tracker,ImpView,2026-01-21T16:41:00.000Z,348.8,824.0,4.0
2026,4,WK 4 26,2026-01-21,DEMO_ORG,Acme Corp,APP_SUPPLY,Supply Chain,BOARD_SHIP,Shipping Tracker,ImpView,2026-01-21T13:31:00.000Z,6168.0,128205.0,3.0
2026,4,WK 4 26,2026-01-22,DEMO_ORG,Acme Corp,APP_SUPPLY,Supply Chain,BOARD_INV,Inventory Status,ImpView,2026-01-22T13:18:00.000Z,3567.1,48531.0,2.0
2026,4,WK 4 26,2026-01-22,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_CONSOL,Consolidation View,ImpView,2026-01-22T15:10:00.000Z,8802.5,201412.0,1.0
2026,4,WK 4 26,2026-01-22,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_BS,Balance Sheet,ImpView,2026-01-22T10:11:00.000Z,2573.3,25831.0,5.0
2026,4,WK 4 26,2026-01-22,DEMO_ORG,Acme Corp,APP_SALES,Sales Dashboard,BOARD_PIPE,Pipeline View,ImpView,2026-01-22T10:10:00.000Z,590.9,7706.0,13.0
2026,4,WK 4 26,2026-01-22,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_PNL,P&L Analysis,ImpView,2026-01-22T10:28:00.000Z,809.8,15187.0,8.0
2026,4,WK 4 26,2026-01-22,DEMO_ORG,Acme Corp,APP_SUPPLY,Supply Chain,BOARD_SHIP,Shipping Tracker,ImpView,2026-01-22T08:42:00.000Z,5670.5,116949.0,2.0
2026,4,WK 4 26,2026-01-22,DEMO_ORG,Acme Corp,APP_HR,HR Analytics,BOARD_ATTR,Attrition Tracker,ImpView,2026-01-22T16:10:00.000Z,386.4,723.0,2.0
2026,4,WK 4 26,2026-01-22,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_CF,Cash Flow,ImpView,2026-01-22T15:49:00.000Z,1316.3,17352.0,3.0
2026,4,WK 4 26,2026-01-23,DEMO_ORG,Acme Corp,APP_SUPPLY,Supply Chain,BOARD_SHIP,Shipping Tracker,ImpView,2026-01-23T12:48:00.000Z,6865.2,111530.0,3.0
2026,4,WK 4 26,2026-01-23,DEMO_ORG,Acme Corp,APP_SALES,Sales Dashboard,BOARD_QUOTA,Quota Tracker,ImpView,2026-01-23T17:46:00.000Z,649.9,3113.0,8.0
2026,4,WK 4 26,2026-01-23,DEMO_ORG,Acme Corp,APP_HR,HR Analytics,BOARD_HC,Headcount Dashboard,ImpView,2026-01-23T15:57:00.000Z,346.5,1846.0,6.0
2026,4,WK 4 26,2026-01-23,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_CONSOL,Consolidation View,ImpView,2026-01-23T08:25:00.000Z,8799.7,194295.0,1.0
2026,4,WK 4 26,2026-01-23,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_CF,Cash Flow,ImpView,2026-01-23T13:03:00.000Z,1686.5,18095.0,3.0
2026,5,WK 5 26,2026-01-26,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_CONSOL,Consolidation View,ImpView,2026-01-26T17:38:00.000Z,8529.5,206670.0,1.0
2026,5,WK 5 26,2026-01-26,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_CF,Cash Flow,ImpView,2026-01-26T14:09:00.000Z,1772.8,17590.0,3.0
2026,5,WK 5 26,2026-01-26,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_EXEC,Executive Summary,ImpView,2026-01-26T08:18:00.000Z,1153.1,4945.0,15.0
2026,5,WK 5 26,2026-01-26,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_PNL,P&L Analysis,ImpView,2026-01-26T16:05:00.000Z,789.2,15724.0,15.0
2026,5,WK 5 26,2026-01-26,DEMO_ORG,Acme Corp,APP_SALES,Sales Dashboard,BOARD_QUOTA,Quota Tracker,ImpView,2026-01-26T14:51:00.000Z,524.5,3136.0,6.0
2026,5,WK 5 26,2026-01-26,DEMO_ORG,Acme Corp,APP_SALES,Sales Dashboard,BOARD_PIPE,Pipeline View,ImpView,2026-01-26T14:46:00.000Z,814.8,8139.0,15.0
2026,5,WK 5 26,2026-01-26,DEMO_ORG,Acme Corp,APP_SUPPLY,Supply Chain,BOARD_SHIP,Shipping Tracker,ImpView,2026-01-26T09:09:00.000Z,5474.0,128820.0,2.0
2026,5,WK 5 26,2026-01-26,DEMO_ORG,Acme Corp,APP_HR,HR Analytics,BOARD_HC,Headcount Dashboard,ImpView,2026-01-26T13:04:00.000Z,547.5,1950.0,6.0
2026,5,WK 5 26,2026-01-26,DEMO_ORG,Acme Corp,APP_HR,HR Analytics,BOARD_ATTR,Attrition Tracker,ImpView,2026-01-26T08:26:00.000Z,406.4,747.0,3.0
2026,5,WK 5 26,2026-01-26,DEMO_ORG,Acme Corp,APP_SUPPLY,Supply Chain,BOARD_INV,Inventory Status,ImpView,2026-01-26T15:45:00.000Z,3367.2,46992.0,5.0
2026,5,WK 5 26,2026-01-26,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_BS,Balance Sheet,ImpView,2026-01-26T14:18:00.000Z,2259.3,26631.0,3.0
2026,5,WK 5 26,2026-01-27,DEMO_ORG,Acme Corp,APP_SALES,Sales Dashboard,BOARD_PIPE,Pipeline View,ImpView,2026-01-27T09:41:00.000Z,736.4,7486.0,18.0
2026,5,WK 5 26,2026-01-27,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_CONSOL,Consolidation View,ImpView,2026-01-27T18:15:00.000Z,7297.5,199722.0,2.0
2026,5,WK 5 26,2026-01-27,DEMO_ORG,Acme Corp,APP_SUPPLY,Supply Chain,BOARD_INV,Inventory Status,ImpView,2026-01-27T09:38:00.000Z,3543.1,50655.0,4.0
2026,5,WK 5 26,2026-01-27,DEMO_ORG,Acme Corp,APP_SUPPLY,Supply Chain,BOARD_SHIP,Shipping Tracker,ImpView,2026-01-27T12:40:00.000Z,6334.6,127638.0,4.0
2026,5,WK 5 26,2026-01-27,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_PNL,P&L Analysis,ImpView,2026-01-27T13:32:00.000Z,1027.2,14278.0,7.0
2026,5,WK 5 26,2026-01-27,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_EXEC,Executive Summary,ImpView,2026-01-27T17:03:00.000Z,1028.8,5193.0,17.0
2026,5,WK 5 26,2026-01-27,DEMO_ORG,Acme Corp,APP_HR,HR Analytics,BOARD_HC,Headcount Dashboard,ImpView,2026-01-27T13:10:00.000Z,349.4,2054.0,5.0
2026,5,WK 5 26,2026-01-27,DEMO_ORG,Acme Corp,APP_HR,HR Analytics,BOARD_ATTR,Attrition Tracker,ImpView,2026-01-27T13:03:00.000Z,340.1,869.0,4.0
2026,5,WK 5 26,2026-01-27,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_CF,Cash Flow,ImpView,2026-01-27T16:12:00.000Z,1813.2,16540.0,2.0
2026,5,WK 5 26,2026-01-27,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_BS,Balance Sheet,ImpView,2026-01-27T10:34:00.000Z,2004.9,26724.0,4.0
2026,5,WK 5 26,2026-01-27,DEMO_ORG,Acme Corp,APP_SALES,Sales Dashboard,BOARD_QUOTA,Quota Tracker,ImpView,2026-01-27T12:17:00.000Z,590.1,2757.0,10.0
2026,5,WK 5 26,2026-01-28,DEMO_ORG,Acme Corp,APP_HR,HR Analytics,BOARD_HC,Headcount Dashboard,ImpView,2026-01-28T13:58:00.000Z,542.4,1861.0,4.0
2026,5,WK 5 26,2026-01-28,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_BS,Balance Sheet,ImpView,2026-01-28T11:53:00.000Z,1857.3,25567.0,6.0
2026,5,WK 5 26,2026-01-28,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_EXEC,Executive Summary,ImpView,2026-01-28T16:54:00.000Z,1270.1,5256.0,18.0
2026,5,WK 5 26,2026-01-28,DEMO_ORG,Acme Corp,APP_SALES,Sales Dashboard,BOARD_PIPE,Pipeline View,ImpView,2026-01-28T09:26:00.000Z,666.6,8510.0,14.0
2026,5,WK 5 26,2026-01-28,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_CONSOL,Consolidation View,ImpView,2026-01-28T08:30:00.000Z,8112.9,185560.0,2.0
2026,5,WK 5 26,2026-01-28,DEMO_ORG,Acme Corp,APP_SUPPLY,Supply Chain,BOARD_INV,Inventory Status,ImpView,2026-01-28T15:56:00.000Z,3782.7,54701.0,4.0
2026,5,WK 5 26,2026-01-28,DEMO_ORG,Acme Corp,APP_SALES,Sales Dashboard,BOARD_QUOTA,Quota Tracker,ImpView,2026-01-28T10:45:00.000Z,487.3,2771.0,10.0
2026,5,WK 5 26,2026-01-28,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_CF,Cash Flow,ImpView,2026-01-28T10:54:00.000Z,1755.4,17306.0,4.0
2026,5,WK 5 26,2026-01-28,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_PNL,P&L Analysis,ImpView,2026-01-28T11:08:00.000Z,1141.3,15789.0,11.0
2026,5,WK 5 26,2026-01-29,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_PNL,P&L Analysis,ImpView,2026-01-29T11:06:00.000Z,705.1,15279.0,13.0
2026,5,WK 5 26,2026-01-29,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_EXEC,Executive Summary,ImpView,2026-01-29T15:07:00.000Z,1505.3,4801.0,11.0
2026,5,WK 5 26,2026-01-29,DEMO_ORG,Acme Corp,APP_SUPPLY,Supply Chain,BOARD_INV,Inventory Status,ImpView,2026-01-29T08:48:00.000Z,2900.5,51017.0,2.0
2026,5,WK 5 26,2026-01-29,DEMO_ORG,Acme Corp,APP_HR,HR Analytics,BOARD_ATTR,Attrition Tracker,ImpView,2026-01-29T17:57:00.000Z,323.0,724.0,4.0
2026,5,WK 5 26,2026-01-29,DEMO_ORG,Acme Corp,APP_SALES,Sales Dashboard,BOARD_PIPE,Pipeline View,ImpView,2026-01-29T10:54:00.000Z,763.7,8127.0,18.0
2026,5,WK 5 26,2026-01-30,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_BS,Balance Sheet,ImpView,2026-01-30T16:13:00.000Z,2437.4,23358.0,6.0
2026,5,WK 5 26,2026-01-30,DEMO_ORG,Acme Corp,APP_SUPPLY,Supply Chain,BOARD_SHIP,Shipping Tracker,ImpView,2026-01-30T16:00:00.000Z,6852.4,113136.0,2.0
2026,5,WK 5 26,2026-01-30,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_CF,Cash Flow,ImpView,2026-01-30T16:54:00.000Z,1766.2,18321.0,3.0
2026,5,WK 5 26,2026-01-30,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_PNL,P&L Analysis,ImpView,2026-01-30T15:43:00.000Z,1130.6,14564.0,8.0
2026,5,WK 5 26,2026-01-30,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_EXEC,Executive Summary,ImpView,2026-01-30T14:27:00.000Z,1071.4,4612.0,14.0
2026,5,WK 5 26,2026-01-30,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_CONSOL,Consolidation View,ImpView,2026-01-30T13:07:00.000Z,8413.0,199832.0,2.0
2026,5,WK 5 26,2026-01-30,DEMO_ORG,Acme Corp,APP_HR,HR Analytics,BOARD_ATTR,Attrition Tracker,ImpView,2026-01-30T13:45:00.000Z,339.8,733.0,4.0
2026,6,WK 6 26,2026-02-02,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_PNL,P&L Analysis,ImpView,2026-02-02T11:35:00.000Z,877.3,14783.0,16.0
2026,6,WK 6 26,2026-02-02,DEMO_ORG,Acme Corp,APP_HR,HR Analytics,BOARD_ATTR,Attrition Tracker,ImpView,2026-02-02T09:57:00.000Z,444.8,828.0,3.0
2026,6,WK 6 26,2026-02-02,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_CONSOL,Consolidation View,ImpView,2026-02-02T10:00:00.000Z,9771.7,184206.0,1.0
2026,6,WK 6 26,2026-02-02,DEMO_ORG,Acme Corp,APP_SUPPLY,Supply Chain,BOARD_INV,Inventory Status,ImpView,2026-02-02T15:33:00.000Z,3457.0,46433.0,2.0
2026,6,WK 6 26,2026-02-02,DEMO_ORG,Acme Corp,APP_SUPPLY,Supply Chain,BOARD_SHIP,Shipping Tracker,ImpView,2026-02-02T14:44:00.000Z,6163.0,130206.0,2.0
2026,6,WK 6 26,2026-02-02,DEMO_ORG,Acme Corp,APP_HR,HR Analytics,BOARD_HC,Headcount Dashboard,ImpView,2026-02-02T10:04:00.000Z,419.3,1880.0,4.0
2026,6,WK 6 26,2026-02-02,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_BS,Balance Sheet,ImpView,2026-02-02T14:07:00.000Z,1906.2,24995.0,4.0
2026,6,WK 6 26,2026-02-02,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_CF,Cash Flow,ImpView,2026-02-02T17:37:00.000Z,1418.4,18517.0,4.0
2026,6,WK 6 26,2026-02-03,DEMO_ORG,Acme Corp,APP_HR,HR Analytics,BOARD_HC,Headcount Dashboard,ImpView,2026-02-03T09:07:00.000Z,393.9,2051.0,5.0
2026,6,WK 6 26,2026-02-03,DEMO_ORG,Acme Corp,APP_SUPPLY,Supply Chain,BOARD_INV,Inventory Status,ImpView,2026-02-03T10:01:00.000Z,2903.6,45682.0,2.0
2026,6,WK 6 26,2026-02-03,DEMO_ORG,Acme Corp,APP_HR,HR Analytics,BOARD_ATTR,Attrition Tracker,ImpView,2026-02-03T18:01:00.000Z,469.7,828.0,3.0
2026,6,WK 6 26,2026-02-03,DEMO_ORG,Acme Corp,APP_SALES,Sales Dashboard,BOARD_PIPE,Pipeline View,ImpView,2026-02-03T10:19:00.000Z,721.5,7322.0,14.0
2026,6,WK 6 26,2026-02-03,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_CONSOL,Consolidation View,ImpView,2026-02-03T16:49:00.000Z,8480.1,191742.0,1.0
2026,6,WK 6 26,2026-02-03,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_BS,Balance Sheet,ImpView,2026-02-03T15:31:00.000Z,2205.3,26547.0,5.0
2026,6,WK 6 26,2026-02-03,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_PNL,P&L Analysis,ImpView,2026-02-03T16:34:00.000Z,698.1,16472.0,14.0
2026,6,WK 6 26,2026-02-03,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_CF,Cash Flow,ImpView,2026-02-03T09:24:00.000Z,1560.1,17793.0,5.0
2026,6,WK 6 26,2026-02-04,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_EXEC,Executive Summary,ImpView,2026-02-04T10:31:00.000Z,1206.7,4889.0,15.0
2026,6,WK 6 26,2026-02-04,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_BS,Balance Sheet,ImpView,2026-02-04T09:36:00.000Z,2392.5,25926.0,5.0
2026,6,WK 6 26,2026-02-04,DEMO_ORG,Acme Corp,APP_SUPPLY,Supply Chain,BOARD_SHIP,Shipping Tracker,ImpView,2026-02-04T17:30:00.000Z,5956.6,120160.0,3.0
2026,6,WK 6 26,2026-02-04,DEMO_ORG,Acme Corp,APP_FINANCE,Finance Planning,BOARD_CONSOL,Consolidation View,ImpView,2026-02-04T14:16:00.000Z,8486.5,204677.0,2.0
